Item name,Billed Qty,Product MRP,Sales Unit,Product Cost (without tax),Product Tax %,Profit Margin,Cumulative Profit Margin,,,,,Unique Items,Cumulative Profit Margin Unique,,SORTED Unique Items,Profit Margin Unique SORTED,,Cumulative Profit Margin,Cumulative Profit Margin Unique %,Cumulative Profit Margin Unique % SUM,Category,,,,
FOL 5MG,30,46.63,30,29.21,12,13.9148,1843899.388,,,,,,,,,,,,,,,,,,
FOL 5MG,30,46.63,30,29.21,12,13.9148,1843913.303,,,,,,,,,,,,,,,,,,
FOL 5MG,30,46.63,30,29.21,12,13.9148,1843927.218,,,,,,,,,,,,,,,,,,
OFLOMAC 60ML SYRUP,1,60,1,41.15,12,13.912,1843941.13,,,,,,,,,,,,,,,,,,
NORMET SUSPEN 30ML,1,57.95,1,39.32,12,13.9116,1843955.041,,,,,,,,,,,,,,,,,,
NORMET SUSPEN 30ML,1,57.95,1,39.32,12,13.9116,1843968.953,,,,,,,,,,,,,,,,,,
NORMET SUSPEN 30ML,1,57.95,1,39.32,12,13.9116,1843982.864,,,,,,,,,,,,,,,,,,
NORMET SUSPEN 60ML,1,57.95,1,39.32,12,13.9116,1843996.776,,,,,,,,,,,,,,,,,,
CONCOR COR 1.25MG,10,57.97,10,39.34,12,13.9092,1844010.685,,,,,,,,,,,,,,,,,,
CONCOR COR 1.25MG,10,57.97,10,39.34,12,13.9092,1844024.594,,,,,,,,,,,,,,,,,,
CONCOR COR 1.25MG,10,57.97,10,39.34,12,13.9092,1844038.504,,,,,,,,,,,,,,,,,,
CONCOR COR 1.25MG,10,57.97,10,39.34,12,13.9092,1844052.413,,,,,,,,,,,,,,,,,,
CONCOR COR 1.25MG,10,57.97,10,39.34,12,13.9092,1844066.322,,,,,,,,,,,,,,,,,,
MEFTAL FORTE,10,44,10,26.87,12,13.9056,1844080.228,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844094.131,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844108.034,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844121.938,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844135.841,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844149.744,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844163.648,,,,,,,,,,,,,,,,,,
DOXT 100MG =DOXT SL,4,110,10,67.18,12,13.90336,1844177.551,,,,,,,,,,,,,,,,,,
EPTOIN 100MG,30,231.64,120,157.19,12,13.8968,1844191.448,,,,,,,,,,,,,,,,,,
EPTOIN 100MG,30,231.64,120,157.19,12,13.8968,1844205.345,,,,,,,,,,,,,,,,,,
CILAHEART 5MG,10,57.89,10,39.28,12,13.8964,1844219.241,,,,,,,,,,,,,,,,,,
ROXID 150mg,3,193.05,10,131.01,12,13.89564,1844233.137,,,,,,,,,,,,,,,,,,
NIPPLE {PRINCY},2,25,1,16.12,12,13.8912,1844247.028,,,,,,,,,,,,,,,,,,
RACIPER D 40MG,4,217,15,147.25,12,13.888,1844260.916,,,,,,,,,,,,,,,,,,
SOMPRAZ D 40MG,4,217,15,147.25,12,13.888,1844274.804,,,,,,,,,,,,,,,,,,
RACIPER D 40MG,4,217,15,147.25,12,13.888,1844288.692,,,,,,,,,,,,,,,,,,
RACIPER D 40MG,4,217,15,147.25,12,13.888,1844302.58,,,,,,,,,,,,,,,,,,
SOMPRAZ D 40MG,4,217,15,147.25,12,13.888,1844316.468,,,,,,,,,,,,,,,,,,
SOMPRAZ D 40MG,4,217,15,147.25,12,13.888,1844330.356,,,,,,,,,,,,,,,,,,
SOMPRAZ D 40MG,4,217,15,147.25,12,13.888,1844344.244,,,,,,,,,,,,,,,,,,
RACIPER D 40MG,4,217,15,147.25,12,13.888,1844358.132,,,,,,,,,,,,,,,,,,
CINTAPRO,4,144.59,10,98.12,12,13.87824,1844372.01,,,,,,,,,,,,,,,,,,
CINTAPRO,4,144.59,10,98.12,12,13.87824,1844385.888,,,,,,,,,,,,,,,,,,
CHLOROMYCETIN APLICAPS,20,99,100,26.46,12,13.87296,1844399.761,,,,,,,,,,,,,,,,,,
CHLOROMYCETIN APLICAPS,20,99,100,26.46,12,13.87296,1844413.634,,,,,,,,,,,,,,,,,,
SELOKEN XL 25MG,30,124,30,98.33,12,13.8704,1844427.505,,,,,,,,,,,,,,,,,,
HANSAPLAST CORN PLASTER,1,40,1,23.33,12,13.8704,1844441.375,,,,,,,,,,,,,,,,,,
SYNDOPA 110,30,28.85,15,19.57,12,13.8632,1844455.238,,,,,,,,,,,,,,,,,,
SYNDOPA 110,30,28.85,15,19.57,12,13.8632,1844469.102,,,,,,,,,,,,,,,,,,
SYNDOPA 110,30,28.85,15,19.57,12,13.8632,1844482.965,,,,,,,,,,,,,,,,,,
SYNDOPA 110,30,28.85,15,19.57,12,13.8632,1844496.828,,,,,,,,,,,,,,,,,,
SYNDOPA 110,30,28.85,15,19.57,12,13.8632,1844510.691,,,,,,,,,,,,,,,,,,
DOTHIP -25MG,10,57.8,10,39.23,12,13.8624,1844524.554,,,,,,,,,,,,,,,,,,
DOTHIP -25MG,10,57.8,10,39.23,12,13.8624,1844538.416,,,,,,,,,,,,,,,,,,
DOTHIP -25MG,10,57.8,10,39.23,12,13.8624,1844552.278,,,,,,,,,,,,,,,,,,
DOTHIP -25MG,10,57.8,10,39.23,12,13.8624,1844566.141,,,,,,,,,,,,,,,,,,
LONAZEP 0.5MG,15,57.8,15,39.23,12,13.8624,1844580.003,,,,,,,,,,,,,,,,,,
LONAZEP 0.5MG,15,57.8,15,39.23,12,13.8624,1844593.866,,,,,,,,,,,,,,,,,,
DOTHIP -25MG,10,57.8,10,39.23,12,13.8624,1844607.728,,,,,,,,,,,,,,,,,,
LONAZEP 0.5MG,15,57.8,15,39.23,12,13.8624,1844621.59,,,,,,,,,,,,,,,,,,
LONAZEP 0.5MG,15,57.8,15,39.23,12,13.8624,1844635.453,,,,,,,,,,,,,,,,,,
LONAZEP 0.5MG,15,57.8,15,39.23,12,13.8624,1844649.315,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844663.177,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844677.038,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844690.9,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844704.762,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844718.623,,,,,,,,,,,,,,,,,,
DIGENE TAB,30,21.95,15,13.41,12,13.8616,1844732.485,,,,,,,,,,,,,,,,,,
SIZOPIN 50MG,10,59.7,10,40.93,12,13.8584,1844746.343,,,,,,,,,,,,,,,,,,
GLIZID MR 30MG ,10,57.7,10,39.15,12,13.852,1844760.195,,,,,,,,,,,,,,,,,,
RAZO D,3,298.5,15,204.69,12,13.84944,1844774.045,,,,,,,,,,,,,,,,,,
RAZO D,3,298.5,15,204.69,12,13.84944,1844787.894,,,,,,,,,,,,,,,,,,
ERYTHROCIN 250MG,10,50.12,10,32.39,12,13.8432,1844801.737,,,,,,,,,,,,,,,,,,
ERYTHROCIN 250MG,10,50.12,10,32.39,12,13.8432,1844815.58,,,,,,,,,,,,,,,,,,
ERYTHROCIN 250MG,10,50.12,10,32.39,12,13.8432,1844829.424,,,,,,,,,,,,,,,,,,
COFSTOP CDX SPY,1,57.7,1,39.16,12,13.8408,1844843.264,,,,,,,,,,,,,,,,,,
ECOSPRIN AV 75/20,20,35.76,10,25.75,12,13.84,1844857.104,,,,,,,,,,,,,,,,,,
VOVERAN SR 100MG,5,178.97,15,122.73,12,13.83746667,1844870.942,,,,,,,,,,,,,,,,,,
ZORYL M2,4,288,20,195.42,12,13.82592,1844884.768,,,,,,,,,,,,,,,,,,
MUVERA 15MG,6,96,10,65.14,12,13.82592,1844898.594,,,,,,,,,,,,,,,,,,
GABANTIP AT 100MG,6,96,10,65.14,12,13.82592,1844912.42,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844926.236,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844940.052,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844953.868,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844967.684,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844981.5,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1844995.316,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1845009.132,,,,,,,,,,,,,,,,,,
ROBINAXOL,6,95.95,10,65.11,12,13.81608,1845022.948,,,,,,,,,,,,,,,,,,
SIPHENE 100MG,5,68.4,5,48.74,12,13.8112,1845036.759,,,,,,,,,,,,,,,,,,
SELOKEN XL 50MG,10,205,30,146.06,12,13.80426667,1845050.564,,,,,,,,,,,,,,,,,,
DULANE 20MG,5,115,10,78.03,12,13.8032,1845064.367,,,,,,,,,,,,,,,,,,
DAROLAC,6,114.95,10,82.1,12,13.7988,1845078.166,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845091.964,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845105.763,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845119.561,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845133.359,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845147.158,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845160.956,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845174.755,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845188.553,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845202.351,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845216.15,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845229.948,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845243.747,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845257.545,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845271.343,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845285.142,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845298.94,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845312.739,,,,,,,,,,,,,,,,,,
CETZINE Syp 60ml,1,43.68,1,26.68,12,13.7984,1845326.537,,,,,,,,,,,,,,,,,,
LORSAID P 8MG,4,143.74,10,97.54,12,13.79808,1845340.335,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845354.133,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845367.93,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845381.728,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845395.525,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845409.323,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845423.121,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845436.918,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845450.716,,,,,,,,,,,,,,,,,,
LITHOSUN SR,10,57.5,10,39.02,12,13.7976,1845464.513,,,,,,,,,,,,,,,,,,
VALPARIN 200MG,15,57.45,15,38.98,12,13.7924,1845478.306,,,,,,,,,,,,,,,,,,
ATM 200MG SUS,1,57.46,1,38.99,12,13.7912,1845492.097,,,,,,,,,,,,,,,,,,
LYSER FORTE,4,148.5,10,101.83,12,13.78016,1845505.877,,,,,,,,,,,,,,,,,,
LYSER FORTE,4,148.5,10,101.83,12,13.78016,1845519.657,,,,,,,,,,,,,,,,,,
CYCLOPAM 30ML,1,57.4,1,38.95,12,13.776,1845533.433,,,,,,,,,,,,,,,,,,
CYCLOPAM 30ML,1,57.4,1,38.95,12,13.776,1845547.209,,,,,,,,,,,,,,,,,,
CYCLOPAM 30ML,1,57.4,1,38.95,12,13.776,1845560.985,,,,,,,,,,,,,,,,,,
CYCLOPAM 30ML,1,57.4,1,38.95,12,13.776,1845574.761,,,,,,,,,,,,,,,,,,
REDOTIL 10MG SACH 1GM,4,12.38,1,7.98,12,13.7696,1845588.531,,,,,,,,,,,,,,,,,,
NAPROSYN,9,63.75,10,43.26,12,13.76892,1845602.3,,,,,,,,,,,,,,,,,,
CANDIFORCE 100MG CAPS,3,83.3,7,45.7,12,13.764,1845616.064,,,,,,,,,,,,,,,,,,
CANDIFORCE 100MG CAPS,3,83.3,7,45.7,12,13.764,1845629.828,,,,,,,,,,,,,,,,,,
TENDIA M TAB,4,215.09,15,145.96,12,13.76394667,1845643.592,,,,,,,,,,,,,,,,,,
TENDIA M TAB,4,215.09,15,145.96,12,13.76394667,1845657.356,,,,,,,,,,,,,,,,,,
STATOR 10MG,10,86.02,15,58.37,12,13.76373333,1845671.119,,,,,,,,,,,,,,,,,,
EVION 200MG,30,19.1,10,12.96,12,13.7544,1845684.874,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845698.628,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845712.383,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845726.137,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845739.891,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845753.646,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845767.4,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845781.155,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845794.909,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845808.663,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845822.418,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845836.172,,,,,,,,,,,,,,,,,,
REGESTRONE,10,57.3,10,38.88,12,13.7544,1845849.927,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845863.679,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845877.431,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845891.183,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845904.935,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845918.687,,,,,,,,,,,,,,,,,,
ALERGATE L TAB,10,66,10,46.65,12,13.752,1845932.439,,,,,,,,,,,,,,,,,,
ELECTRAL 21.8GM ORANGE,2,21.95,1,14.36,5,13.744,1845946.183,,,,,,,,,,,,,,,,,,
ELECTRAL 21.8GM ORANGE,2,21.95,1,14.36,5,13.744,1845959.927,,,,,,,,,,,,,,,,,,
INDERAL 10MG,40,21.45,15,14.55,12,13.744,1845973.671,,,,,,,,,,,,,,,,,,
MOX 500mg CAP,6,108.7,15,66.38,12,13.74176,1845987.412,,,,,,,,,,,,,,,,,,
AF 150MG,5,11.45,1,7.77,12,13.738,1846001.15,,,,,,,,,,,,,,,,,,
AF 150MG,5,11.45,1,7.77,12,13.738,1846014.888,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846028.624,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846042.36,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846056.096,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846069.832,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846083.568,,,,,,,,,,,,,,,,,,
HIGATI EYE DROPS,1,68,1,48.45,12,13.736,1846097.304,,,,,,,,,,,,,,,,,,
GP 2MG,10,57.23,10,38.84,12,13.7292,1846111.034,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846124.76,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846138.487,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846152.214,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846165.941,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846179.668,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846193.394,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846207.121,,,,,,,,,,,,,,,,,,
AZITHRAL LIQ 200MG 15ML,1,57.25,1,38.86,12,13.7268,1846220.848,,,,,,,,,,,,,,,,,,
ZEMPRED 8MG,10,57.19,10,38.81,12,13.7228,1846234.571,,,,,,,,,,,,,,,,,,
RANITIN 300MG,30,38.1,20,25.85,12,13.722,1846248.293,,,,,,,,,,,,,,,,,,
THERMOSEAL RA 50gm GEL,1,57.2,1,38.82,12,13.7216,1846262.014,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.63,12,13.71864,1846275.733,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.63,12,13.71864,1846289.452,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.63,12,13.71864,1846303.17,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.63,12,13.71864,1846316.889,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.63,12,13.71864,1846330.608,,,,,,,,,,,,,,,,,,
LIVOGEN,10,76.1,15,49.58,12,13.7136,1846344.321,,,,,,,,,,,,,,,,,,
ZERODOL MR,6,98.5,10,67.54,12,13.71312,1846358.034,,,,,,,,,,,,,,,,,,
DOXY 1 L DR FORTE={DOXY 1L},6,95.25,10,64.64,12,13.71192,1846371.746,,,,,,,,,,,,,,,,,,
DOLOKIND PLUS,9,62.29,15,35.22,12,13.70616,1846385.452,,,,,,,,,,,,,,,,,,
GLUFORMIN XL 500MG,25,35.45,15,24.31,12,13.70466667,1846399.157,,,,,,,,,,,,,,,,,,
STEMETIL MD 5MG={STEMETIL},6,142.73,15,96.85,12,13.7032,1846412.86,,,,,,,,,,,,,,,,,,
STEMETIL MD 5MG={STEMETIL},6,142.73,15,96.85,12,13.7032,1846426.564,,,,,,,,,,,,,,,,,,
STEMETIL MD 5MG={STEMETIL},6,142.73,15,96.85,12,13.7032,1846440.267,,,,,,,,,,,,,,,,,,
STEMETIL MD 5MG={STEMETIL},6,142.73,15,96.85,12,13.7032,1846453.97,,,,,,,,,,,,,,,,,,
STEMETIL MD 5MG={STEMETIL},6,142.73,15,96.85,12,13.7032,1846467.673,,,,,,,,,,,,,,,,,,
ATIVAN 1MG,30,75.67,30,55.33,12,13.7004,1846481.374,,,,,,,,,,,,,,,,,,
ATIVAN 1MG,30,75.67,30,55.33,12,13.7004,1846495.074,,,,,,,,,,,,,,,,,,
ATIVAN 1MG,30,75.67,30,55.33,12,13.7004,1846508.774,,,,,,,,,,,,,,,,,,
ATIVAN 1MG,30,75.67,30,55.33,12,13.7004,1846522.475,,,,,,,,,,,,,,,,,,
KENZ 55ML,1,60,1,41.34,12,13.6992,1846536.174,,,,,,,,,,,,,,,,,,
TORGET PLUS 10MG,5,114.15,10,77.46,12,13.6974,1846549.871,,,,,,,,,,,,,,,,,,
TORGET PLUS 10MG,5,114.15,10,77.46,12,13.6974,1846563.569,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846577.264,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846590.96,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846604.656,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846618.351,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846632.047,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846645.742,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846659.438,,,,,,,,,,,,,,,,,,
CALPOL 250MG SYP 60ML,1,44.35,1,27.37,12,13.6956,1846673.134,,,,,,,,,,,,,,,,,,
NUROKIND FAST,3,18.99,1,12.88,12,13.6932,1846686.827,,,,,,,,,,,,,,,,,,
BETZEE CREAM,3,19,1,12.89,12,13.6896,1846700.516,,,,,,,,,,,,,,,,,,
BETZEE CREAM,3,19,1,12.89,12,13.6896,1846714.206,,,,,,,,,,,,,,,,,,
HIFENAC (HINAC} TABS,10,57,10,38.67,12,13.6896,1846727.896,,,,,,,,,,,,,,,,,,
OTINEX EAR DROPS,1,57,1,38.67,12,13.6896,1846741.585,,,,,,,,,,,,,,,,,,
ATIVAN 1MG,30,75.67,30,55.34,12,13.6892,1846755.274,,,,,,,,,,,,,,,,,,
ZENTEL TAB,6,9.55,1,6.49,12,13.6872,1846768.962,,,,,,,,,,,,,,,,,,
ATARAX 25MG,10,85.5,15,58.02,12,13.6784,1846782.64,,,,,,,,,,,,,,,,,,
ATARAX 25MG,10,85.5,15,58.02,12,13.6784,1846796.318,,,,,,,,,,,,,,,,,,
SPORIDEX 250MG,6,95,10,64.47,12,13.67616,1846809.994,,,,,,,,,,,,,,,,,,
SPORIDEX 250MG,6,95,10,64.47,12,13.67616,1846823.671,,,,,,,,,,,,,,,,,,
TYMOLYTIC AP,6,95,10,64.47,12,13.67616,1846837.347,,,,,,,,,,,,,,,,,,
TYMOLYTIC AP,6,95,10,64.47,12,13.67616,1846851.023,,,,,,,,,,,,,,,,,,
ABEVIA 100MG,6,95,10,64.47,12,13.67616,1846864.699,,,,,,,,,,,,,,,,,,
FLOZEN AA,6,95,10,64.47,12,13.67616,1846878.375,,,,,,,,,,,,,,,,,,
DART,10,32.9,10,17.17,12,13.6696,1846892.045,,,,,,,,,,,,,,,,,,
DART,10,32.9,10,17.17,12,13.6696,1846905.714,,,,,,,,,,,,,,,,,,
DART,10,32.9,10,17.17,12,13.6696,1846919.384,,,,,,,,,,,,,,,,,,
DART,10,32.9,10,17.17,12,13.6696,1846933.054,,,,,,,,,,,,,,,,,,
GLYCOMET GP 2,5,170.75,15,115.87,12,13.65853333,1846946.712,,,,,,,,,,,,,,,,,,
GLOVES {LARGE} 5.75,5,575,100,269.5,12,13.658,1846960.37,,,,,,,,,,,,,,,,,,
GLOVES {LARGE} 5.75,5,575,100,269.5,12,13.658,1846974.028,,,,,,,,,,,,,,,,,,
GLOVES {LARGE} 5.75,5,575,100,269.5,12,13.658,1846987.686,,,,,,,,,,,,,,,,,,
ZINCODERM GM,1,56.9,1,38.61,12,13.6568,1847001.343,,,,,,,,,,,,,,,,,,
CILACAR T,4,199.15,14,135.15,12,13.652,1847014.995,,,,,,,,,,,,,,,,,,
MAHACEF PLUS,3,150,10,93.3,12,13.6512,1847028.646,,,,,,,,,,,,,,,,,,
MAHACEF PLUS,3,150,10,93.3,12,13.6512,1847042.297,,,,,,,,,,,,,,,,,,
OLIMELT 5MG,15,45.5,10,32.5,12,13.65,1847055.947,,,,,,,,,,,,,,,,,,
OLIMELT 5MG,15,45.5,10,32.5,12,13.65,1847069.597,,,,,,,,,,,,,,,,,,
TELCURE 20MG,15,56.87,15,38.59,12,13.6492,1847083.247,,,,,,,,,,,,,,,,,,
AMLOPRES 10mg,10,56.89,10,38.61,12,13.6468,1847096.893,,,,,,,,,,,,,,,,,,
MARTIFUR 100MG,15,79.57,14,59.68,12,13.63757143,1847110.531,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847124.16,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847137.789,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847151.417,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847165.046,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847178.675,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847192.304,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847205.933,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847219.561,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847233.19,,,,,,,,,,,,,,,,,,
BENADRYL 50ML,1,66,1,46.76,12,13.6288,1847246.819,,,,,,,,,,,,,,,,,,
BECOZINC,30,56.75,30,38.51,12,13.6188,1847260.438,,,,,,,,,,,,,,,,,,
BECOZINC,30,56.75,30,38.51,12,13.6188,1847274.057,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847287.674,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847301.292,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847314.91,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847328.528,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847342.145,,,,,,,,,,,,,,,,,,
KETOROL DT,6,146.75,15,100.63,12,13.61776,1847355.763,,,,,,,,,,,,,,,,,,
NEKSIUM 40MG,5,117.38,10,80.49,12,13.6156,1847369.379,,,,,,,,,,,,,,,,,,
